OPID,HHPers,HHSam,WoGem,Sted,Prov,Geslacht,KLeeft,KMotiefV,AfstV,KAfstV,Hvm,KHvm,FactorP,FactorV,year
300001981980,2,2,1655,4,11,1,12,1,540,13,1,1,175,63888,2022
300001981980,2,2,1655,4,11,1,12,1,540,13,1,1,175,63888,2022
300003981980,2,2,743,3,11,2,14,1,350,11,1,1,214,78283,2022
300003981980,2,2,743,3,11,2,14,1,350,11,1,1,214,78283,2022
300004872980,4,3,820,3,11,2,10,4,20,3,9,6,307,112072,2022
300004872980,4,3,820,3,11,2,10,4,20,3,9,6,307,112072,2022
300004872980,4,3,820,3,11,2,10,7,20,3,9,6,307,112072,2022
300004872980,4,3,820,3,11,2,10,7,20,3,9,6,307,112072,2022
300004884980,2,2,796,2,11,2,15,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,431,157415,2022
300004886980,2,2,796,2,11,2,17,8,30,4,9,6,337,122868,2022
300004886980,2,2,796,2,11,2,17,8,80,7,8,5,337,122868,2022
300004889880,1,1,796,2,11,1,8,8,10,3,9,6,332,121039,2022
300004889880,1,1,796,2,11,1,8,6,5,2,18,7,332,121039,2022
300004889880,1,1,796,2,11,1,8,4,31,4,18,7,332,121039,2022
300004889880,1,1,796,2,11,1,8,6,8,2,18,7,332,121039,2022
300004889880,1,1,796,2,11,1,8,6,39,5,18,7,332,121039,2022
300004889880,1,1,796,2,11,1,8,8,25,4,9,6,332,121039,2022
300007874980,4,3,743,3,11,1,11,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,310,113255,2022
300009770980,2,2,1674,2,11,2,18,3,40,5,1,2,222,81037,2022
300009770980,2,2,1674,2,11,2,18,6,30,4,1,2,222,81037,2022
300009770980,2,2,1674,2,11,2,18,6,20,3,1,2,222,81037,2022
300012981980,1,1,848,4,11,1,6,4,1,1,9,6,513,187223,2022
300012981980,1,1,848,4,11,1,6,4,1,1,9,6,513,187223,2022
300012981980,1,1,848,4,11,1,6,4,1,1,9,6,513,187223,2022
300012981980,1,1,848,4,11,1,6,1,30,4,8,5,513,187223,2022
300012981980,1,1,848,4,11,1,6,1,30,4,8,5,513,187223,2022
300013876980,1,1,855,1,11,2,6,9,600,13,1,1,463,168823,2022
300013876980,1,1,855,1,11,2,6,4,40,5,1,1,463,168823,2022
300013876980,1,1,855,1,11,2,6,4,40,5,1,1,463,168823,2022
300013876980,1,1,855,1,11,2,6,9,600,13,1,1,463,168823,2022
300014888880,2,2,794,2,11,2,13,4,60,6,1,2,353,128898,2022
300014888880,2,2,794,2,11,2,13,4,60,6,1,2,353,128898,2022
300014888880,2,2,794,2,11,2,13,8,20,3,9,6,353,128898,2022
300023880980,3,3,855,1,11,2,8,6,482,12,1,1,135,49379,2022
300023880980,3,3,855,1,11,2,8,8,50,6,9,6,135,49379,2022
300023880980,3,3,855,1,11,2,8,6,482,12,1,1,135,49379,2022
300023886980,2,2,855,1,11,1,7,6,230,10,1,1,311,113455,2022
300023886980,2,2,855,1,11,1,7,6,370,11,1,1,311,113455,2022
300023886980,2,2,855,1,11,1,7,6,480,12,1,1,311,113455,2022
300023887980,4,3,855,1,11,1,11,8,70,6,9,6,513,187164,2022
300023887980,4,3,855,1,11,1,11,7,20,3,9,6,513,187164,2022
300023887980,4,3,855,1,11,1,11,7,20,3,9,6,513,187164,2022
300023887980,4,3,855,1,11,1,11,8,30,4,9,6,513,187164,2022
300029770980,3,3,1658,4,11,1,12,1,210,10,1,1,266,96942,2022
300029770980,3,3,1658,4,11,1,12,1,210,10,1,1,266,96942,2022
300033882980,4,3,848,4,11,2,12,1,1370,15,1,1,191,69602,2022
300033882980,4,3,848,4,11,2,12,6,700,13,1,1,191,69602,2022
300033883980,4,3,848,4,11,2,15,4,27,4,1,1,314,114472,2022
300033883980,4,3,848,4,11,2,15,4,27,4,1,1,314,114472,2022
300033885980,2,2,848,4,11,1,17,7,10,3,9,6,277,100999,2022
300033885980,2,2,848,4,11,1,17,7,10,3,9,6,277,100999,2022
300033887980,4,3,848,4,11,1,4,5,120,8,8,5,405,147690,2022
300033887980,4,3,848,4,11,1,4,5,140,8,8,5,405,147690,2022
300033889880,5,3,848,4,11,2,9,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,292,106632,2022
300034880980,4,3,777,2,11,1,3,5,5,2,8,5,401,146258,2022
300034880980,4,3,777,2,11,1,3,5,5,2,8,5,401,146258,2022
300034880980,4,3,777,2,11,1,3,7,28,4,8,5,401,146258,2022
300034880980,4,3,777,2,11,1,3,7,28,4,8,5,401,146258,2022
300034882980,3,3,777,2,11,1,13,8,20,3,9,6,203,73915,2022
300034882980,3,3,777,2,11,1,13,1,60,6,8,5,203,73915,2022
300034882980,3,3,777,2,11,1,13,1,60,6,8,5,203,73915,2022
300034884980,3,3,777,2,11,2,9,4,7,2,1,1,561,204787,2022
300034884980,3,3,777,2,11,2,9,4,7,2,1,1,561,204787,2022
300034884980,3,3,777,2,11,2,9,6,150,9,1,1,561,204787,2022
300034884980,3,3,777,2,11,2,9,4,150,9,1,1,561,204787,2022
300034884980,3,3,777,2,11,2,9,4,15,3,1,1,561,204787,2022
300034885980,2,2,777,2,11,2,12,8,450,12,1,2,376,137084,2022
300034885980,2,2,777,2,11,2,12,8,450,12,1,2,376,137084,2022
300034885980,2,2,777,2,11,2,12,8,450,12,1,2,376,137084,2022
300034888980,2,2,777,2,11,1,18,8,70,6,9,6,167,60773,2022
300037871980,2,2,1982,4,11,1,17,1,10,3,1,1,120,43955,2022
300037871980,2,2,1982,4,11,1,17,1,10,3,1,1,120,43955,2022
300042981980,2,2,796,2,11,2,8,4,2,1,9,6,242,88324,2022
300042981980,2,2,796,2,11,2,8,4,5,2,9,6,242,88324,2022
300052878880,2,2,858,3,11,2,17,8,30,4,9,6,347,126557,2022
300052878880,2,2,858,3,11,2,17,8,50,6,9,6,347,126557,2022
300053886980,3,3,828,3,11,2,6,1,860,14,1,1,320,116920,2022
300053886980,3,3,828,3,11,2,6,1,860,14,1,1,320,116920,2022
300053886980,3,3,828,3,11,2,6,9,72,6,1,1,320,116920,2022
300053886980,3,3,828,3,11,2,6,9,72,6,1,1,320,116920,2022
300062981980,1,1,772,1,11,1,10,9,57,6,1,1,331,120853,2022
300062981980,1,1,772,1,11,1,10,9,57,6,1,1,331,120853,2022
300062981980,1,1,772,1,11,1,10,4,30,4,1,1,331,120853,2022
300062981980,1,1,772,1,11,1,10,4,30,4,1,1,331,120853,2022
300062981980,1,1,772,1,11,1,10,9,57,6,1,1,331,120853,2022
300062981980,1,1,772,1,11,1,10,6,54,6,1,1,331,120853,2022
300062981980,1,1,772,1,11,1,10,6,32,4,1,1,331,120853,2022
300064880980,1,1,772,1,11,1,7,6,14,3,1,1,279,102016,2022
300064880980,1,1,772,1,11,1,7,6,14,3,1,1,279,102016,2022
300064883980,2,2,772,1,11,2,14,7,5,2,7,5,280,102301,2022
300064883980,2,2,772,1,11,2,14,7,5,2,7,5,280,102301,2022
300064883980,2,2,772,1,11,2,14,4,50,6,1,1,280,102301,2022
300064883980,2,2,772,1,11,2,14,9,50,6,1,1,280,102301,2022
300064883980,2,2,772,1,11,2,14,9,8,2,1,1,280,102301,2022
300064883980,2,2,772,1,11,2,14,9,50,6,1,1,280,102301,2022
300064883980,2,2,772,1,11,2,14,7,30,4,1,1,280,102301,2022
300064883980,2,2,772,1,11,2,14,7,80,7,1,1,280,102301,2022
300064883980,2,2,772,1,11,2,14,4,5,2,7,5,280,102301,2022
300064883980,2,2,772,1,11,2,14,4,5,2,7,5,280,102301,2022
300064883980,2,2,772,1,11,2,14,9,8,2,7,5,280,102301,2022
300064883980,2,2,772,1,11,2,14,9,8,2,7,5,280,102301,2022
300064884980,3,3,772,1,11,1,6,8,30,4,9,6,432,157796,2022
300064884980,3,3,772,1,11,1,6,8,40,5,9,6,432,157796,2022
300064884980,3,3,772,1,11,1,6,7,70,6,1,2,432,157796,2022
300064884980,3,3,772,1,11,1,6,7,70,6,1,1,432,157796,2022
300064888880,5,3,772,1,11,2,2,5,25,4,8,5,271,98975,2022
300064888880,5,3,772,1,11,2,2,5,25,4,8,5,271,98975,2022
300064889880,1,1,772,1,11,1,11,1,638,13,1,1,347,126721,2022
300064889880,1,1,772,1,11,1,11,1,641,13,1,1,347,126721,2022
300073882980,3,3,820,3,11,1,18,4,9,2,9,6,344,125480,2022
300073882980,3,3,820,3,11,1,18,4,10,3,9,6,344,125480,2022
300073882980,3,3,820,3,11,1,18,6,10,3,9,6,344,125480,2022
300073882980,3,3,820,3,11,1,18,6,10,3,9,6,344,125480,2022
300073888980,1,1,820,3,11,1,14,6,500,13,1,1,235,85673,2022
300073971980,2,2,758,2,11,2,12,6,510,13,1,2,284,103688,2022
300073971980,2,2,758,2,11,2,12,6,510,13,1,2,284,103688,2022
300074774980,2,2,1948,3,11,1,18,8,2,1,9,6,242,88329,2022
300075874980,1,1,772,1,11,1,6,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,628,229140,2022
300079780980,1,1,1771,3,11,2,18,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,215,78368,2022
300079782980,3,3,1771,3,11,1,9,1,20,3,1,1,491,179376,2022
300079782980,3,3,1771,3,11,1,9,1,20,3,1,1,491,179376,2022
300079784980,1,1,1771,3,11,2,9,9,56,6,3,4,443,161795,2022
300079784980,1,1,1771,3,11,2,9,9,56,6,3,4,443,161795,2022
300079788880,3,3,1771,3,11,2,8,6,10,3,7,5,273,99646,2022
300079788880,3,3,1771,3,11,2,8,7,159,9,1,2,273,99646,2022
300079788880,3,3,1771,3,11,2,8,7,159,9,1,2,273,99646,2022
300079788880,3,3,1771,3,11,2,8,7,180,9,1,2,273,99646,2022
300079788880,3,3,1771,3,11,2,8,4,15,3,1,1,273,99646,2022
300079788880,3,3,1771,3,11,2,8,4,15,3,1,1,273,99646,2022
300079788880,3,3,1771,3,11,2,8,6,110,8,1,1,273,99646,2022
300079788880,3,3,1771,3,11,2,8,6,110,8,1,1,273,99646,2022
300081981980,4,3,879,4,11,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1615,589426,2022
300083883980,2,6,797,3,11,2,2,6,450,12,1,2,451,164706,2022
300083883980,2,6,797,3,11,2,2,6,10,3,1,2,451,164706,2022
300083883980,2,6,797,3,11,2,2,6,10,3,1,2,451,164706,2022
300083885980,2,2,797,3,11,1,18,8,450,12,7,5,233,85206,2022
300083886980,5,3,797,3,11,1,8,1,12,3,8,5,395,144103,2022
300083887880,2,2,797,3,11,2,15,4,60,6,1,1,287,104933,2022
300083887880,2,2,797,3,11,2,15,4,60,6,1,1,287,104933,2022
300083887880,2,2,797,3,11,2,15,4,30,4,1,1,287,104933,2022
300083887880,2,2,797,3,11,2,15,4,180,9,1,1,287,104933,2022
300083887880,2,2,797,3,11,2,15,4,180,9,1,1,287,104933,2022
300083887880,2,2,797,3,11,2,15,9,20,3,1,1,287,104933,2022
300083887880,2,2,797,3,11,2,15,9,20,3,1,1,287,104933,2022
300083887880,2,2,797,3,11,2,15,7,20,3,7,5,287,104933,2022
300083887880,2,2,797,3,11,2,15,7,20,3,7,5,287,104933,2022
300083889880,1,1,797,3,11,2,18,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,502,183385,2022
300093971980,1,1,748,2,11,2,17,3,5,2,9,6,235,85921,2022
300093971980,1,1,748,2,11,2,17,4,6,2,9,6,235,85921,2022
300093971980,1,1,748,2,11,2,17,4,6,2,9,6,235,85921,2022
300093971980,1,1,748,2,11,2,17,7,2,1,9,6,235,85921,2022
300093971980,1,1,748,2,11,2,17,7,8,2,9,6,235,85921,2022
300094888880,1,1,758,2,11,1,12,4,13,3,8,5,317,115851,2022
300094888880,1,1,758,2,11,1,12,4,13,3,8,5,317,115851,2022
300094888980,3,3,758,2,11,2,14,1,170,9,1,1,437,159574,2022
300094888980,3,3,758,2,11,2,14,2,#NULL!,#NULL!,1,1,437,159574,2022
300094888980,3,3,758,2,11,2,14,2,20,3,7,5,437,159574,2022
300094889880,2,2,758,2,11,2,11,1,636,13,2,3,178,64843,2022
300094889880,2,2,758,2,11,2,11,1,636,13,2,3,178,64843,2022
300094889880,2,2,758,2,11,2,11,1,636,13,2,3,178,64843,2022
300094889880,2,2,758,2,11,2,11,1,636,13,2,3,178,64843,2022
300094889880,2,2,758,2,11,2,11,1,636,13,2,3,178,64843,2022
300094889880,2,2,758,2,11,2,11,1,636,13,2,3,178,64843,2022
300097780980,3,3,1948,3,11,2,14,1,215,10,1,1,348,126939,2022
300097780980,3,3,1948,3,11,2,14,1,215,10,1,1,348,126939,2022
300097780980,3,3,1948,3,11,2,14,8,50,6,9,6,348,126939,2022
300097788880,2,2,1948,3,11,2,15,9,10,3,8,5,279,101773,2022
300097788880,2,2,1948,3,11,2,15,8,70,6,9,6,279,101773,2022
300097788880,2,2,1948,3,11,2,15,9,10,3,8,5,279,101773,2022
300097788880,2,2,1948,3,11,2,15,9,15,3,8,5,279,101773,2022
300097788880,2,2,1948,3,11,2,15,4,10,3,8,5,279,101773,2022
300097788880,2,2,1948,3,11,2,15,4,22,3,8,5,279,101773,2022
300101889880,3,3,1652,4,11,1,6,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,271,98875,2022
300104883980,5,3,796,2,11,1,4,5,26,4,8,5,422,153933,2022
300104883980,5,3,796,2,11,1,4,5,26,4,8,5,422,153933,2022
300104883980,5,3,796,2,11,1,4,5,39,5,8,5,422,153933,2022
300104883980,5,3,796,2,11,1,4,5,39,5,8,5,422,153933,2022
300104883980,5,3,796,2,11,1,4,7,40,5,8,5,422,153933,2022
300104885980,2,2,796,2,11,1,13,7,1350,15,1,1,1185,432452,2022
300104885980,2,2,796,2,11,1,13,8,350,11,7,5,1185,432452,2022
300104887980,1,1,796,2,11,1,10,4,10,3,1,1,305,111255,2022
300104887980,1,1,796,2,11,1,10,4,10,3,1,1,305,111255,2022
300104887980,1,1,796,2,11,1,10,7,10,3,9,6,305,111255,2022
300104887980,1,1,796,2,11,1,10,7,10,3,9,6,305,111255,2022
300104887980,1,1,796,2,11,1,10,9,90,7,1,1,305,111255,2022
300104888880,1,1,796,2,11,1,12,1,340,11,1,2,215,78526,2022
300104888880,1,1,796,2,11,1,12,3,310,11,1,1,215,78526,2022
300104888880,1,1,796,2,11,1,12,3,70,6,1,1,215,78526,2022
300110888880,2,2,1721,4,11,2,15,4,50,6,1,1,226,82486,2022
300110888880,2,2,1721,4,11,2,15,4,50,6,1,1,226,82486,2022
300110889880,4,3,1721,4,11,2,9,9,66,6,1,1,478,174463,2022
300110889880,4,3,1721,4,11,2,9,9,33,4,1,1,478,174463,2022
300110889880,4,3,1721,4,11,2,9,9,33,4,1,1,478,174463,2022
300110889880,4,3,1721,4,11,2,9,9,33,4,1,1,478,174463,2022
300110889880,4,3,1721,4,11,2,9,9,50,6,1,1,478,174463,2022
300110889880,4,3,1721,4,11,2,9,9,50,6,1,1,478,174463,2022
300110889880,4,3,1721,4,11,2,9,8,50,6,9,6,478,174463,2022
300112981980,5,3,847,4,11,1,11,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1435,523828,2022
300113889880,1,1,855,1,11,2,13,6,34,4,1,1,449,163958,2022
300113889880,1,1,855,1,11,2,13,4,79,7,1,2,449,163958,2022
300113889880,1,1,855,1,11,2,13,7,73,6,1,2,449,163958,2022
300113889880,1,1,855,1,11,2,13,9,8,2,1,2,449,163958,2022
300113889880,1,1,855,1,11,2,13,3,38,5,1,1,449,163958,2022
300113889880,1,1,855,1,11,2,13,3,21,3,1,1,449,163958,2022
300114880980,2,2,794,2,11,2,12,4,30,4,7,5,195,71141,2022
300114880980,2,2,794,2,11,2,12,4,30,4,7,5,195,71141,2022
300114888880,4,3,794,2,11,1,3,7,60,6,8,5,150,54762,2022
300114888880,4,3,794,2,11,1,3,5,30,4,8,5,150,54762,2022
300114888880,4,3,794,2,11,1,3,5,7,2,8,5,150,54762,2022
300114888880,4,3,794,2,11,1,3,7,20,3,1,2,150,54762,2022
300114888880,4,3,794,2,11,1,3,7,20,3,1,2,150,54762,2022
300119778880,4,3,1667,4,11,1,6,5,300,11,1,2,292,106595,2022
300119778880,4,3,1667,4,11,1,6,5,300,11,1,2,292,106595,2022
300123883980,2,2,855,1,11,2,12,4,6,2,1,1,336,122821,2022
300123883980,2,2,855,1,11,2,12,4,6,2,1,1,336,122821,2022
300123883980,2,2,855,1,11,2,12,7,8,2,9,6,336,122821,2022
300123883980,2,2,855,1,11,2,12,7,8,2,9,6,336,122821,2022
300123884980,2,2,855,1,11,2,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,429,156700,2022
300123885980,2,2,855,1,11,2,15,4,30,4,1,1,322,117441,2022
300123885980,2,2,855,1,11,2,15,4,30,4,1,1,322,117441,2022
300123887980,3,3,855,1,11,2,2,4,10,3,8,5,519,189435,2022
300123887980,3,3,855,1,11,2,2,4,10,3,8,5,519,189435,2022
300123887980,3,3,855,1,11,2,2,6,50,6,1,2,519,189435,2022
300123887980,3,3,855,1,11,2,2,6,50,6,1,2,519,189435,2022
300123888980,2,2,855,1,11,2,14,6,55,6,1,1,360,131464,2022
300123888980,2,2,855,1,11,2,14,6,55,6,1,1,360,131464,2022
300123888980,2,2,855,1,11,2,14,4,35,4,1,1,360,131464,2022
300123888980,2,2,855,1,11,2,14,4,35,4,1,1,360,131464,2022
300123971980,2,2,772,1,11,2,7,4,60,6,1,1,312,113968,2022
300123971980,2,2,772,1,11,2,7,4,60,6,1,1,312,113968,2022
300124878980,3,6,797,3,11,2,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,258,94191,2022
300124880980,3,3,784,3,11,2,8,1,270,10,1,1,252,91901,2022
300124880980,3,3,784,3,11,2,8,1,270,10,1,1,252,91901,2022
300124880980,3,3,784,3,11,2,8,8,20,3,9,6,252,91901,2022
300124880980,3,3,784,3,11,2,8,4,20,3,1,1,252,91901,2022
300124880980,3,3,784,3,11,2,8,4,20,3,1,1,252,91901,2022
300124887980,1,1,784,3,11,2,16,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,456,166573,2022
300124888880,4,3,784,3,11,1,4,5,110,8,8,5,357,130473,2022
300124888880,4,3,784,3,11,1,4,5,110,8,8,5,357,130473,2022
300125880980,3,3,743,3,11,2,13,9,1,1,9,6,255,93078,2022
300125882980,2,2,743,3,11,2,7,4,51,6,1,1,495,180852,2022
300125882980,2,2,743,3,11,2,7,4,51,6,1,1,495,180852,2022
300125882980,2,2,743,3,11,2,7,1,284,10,1,1,495,180852,2022
300125882980,2,2,743,3,11,2,7,1,284,10,1,1,495,180852,2022
300125886980,3,3,743,3,11,1,14,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,326,119074,2022
300128871980,3,3,1948,3,11,1,6,8,100,8,9,6,346,126306,2022
300128871980,3,3,1948,3,11,1,6,7,100,8,18,7,346,126306,2022
300128871980,3,3,1948,3,11,1,6,7,100,8,18,7,346,126306,2022
300132981980,2,2,798,4,11,2,15,8,250,10,7,5,223,81530,2022
300142981980,4,3,796,2,11,2,11,6,126,8,1,1,211,77080,2022
300142981980,4,3,796,2,11,2,11,6,126,8,1,1,211,77080,2022
300142981980,4,3,796,2,11,2,11,8,20,3,9,6,211,77080,2022
300142981980,4,3,796,2,11,2,11,4,65,6,1,2,211,77080,2022
300142981980,4,3,796,2,11,2,11,4,65,6,1,2,211,77080,2022
300142981980,4,3,796,2,11,2,11,7,160,9,1,2,211,77080,2022
300142981980,4,3,796,2,11,2,11,7,160,9,1,2,211,77080,2022
300146876980,3,3,758,2,11,1,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,547,199604,2022
300146877980,2,6,758,2,11,2,6,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,349,127535,2022
300152770980,4,5,1991,3,11,1,14,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,334,122045,2022
300152981980,2,2,785,3,11,2,14,1,90,7,7,5,222,81068,2022
300152981980,2,2,785,3,11,2,14,1,90,7,7,5,222,81068,2022
300153880980,3,3,828,3,11,1,6,1,8,2,8,5,363,132672,2022
300153880980,3,3,828,3,11,1,6,1,8,2,8,5,363,132672,2022
300153882980,2,8,828,3,11,1,10,1,280,10,1,1,240,87514,2022
300153882980,2,8,828,3,11,1,10,1,300,11,1,1,240,87514,2022
300153887880,3,3,828,3,11,1,3,5,33,4,8,5,435,158875,2022
300153887880,3,3,828,3,11,1,3,5,24,3,8,5,435,158875,2022
300153887880,3,3,828,3,11,1,3,5,24,3,8,5,435,158875,2022
300153887880,3,3,828,3,11,1,3,4,23,3,8,5,435,158875,2022
300153887880,3,3,828,3,11,1,3,4,13,3,8,5,435,158875,2022
300153887880,3,3,828,3,11,1,3,7,20,3,9,6,435,158875,2022
300153888880,2,2,828,3,11,1,18,9,25,4,1,1,125,45601,2022
300153888880,2,2,828,3,11,1,18,9,25,4,1,1,125,45601,2022
300153888880,2,2,828,3,11,1,18,4,25,4,1,1,125,45601,2022
300153888880,2,2,828,3,11,1,18,9,40,5,1,1,125,45601,2022
300153888880,2,2,828,3,11,1,18,9,35,4,1,1,125,45601,2022
300154877980,2,2,796,2,11,1,7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,819,298859,2022
300154878980,3,3,796,2,11,1,11,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,478,174527,2022
300154883980,3,3,772,1,11,1,8,4,5,2,9,6,179,65262,2022
300154883980,3,3,772,1,11,1,8,4,5,2,9,6,179,65262,2022
300154883980,3,3,772,1,11,1,8,6,88,7,1,1,179,65262,2022
300154883980,3,3,772,1,11,1,8,6,88,7,1,1,179,65262,2022
300154887880,2,2,772,1,11,1,16,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,226,82468,2022
300154888880,2,2,772,1,11,1,6,7,8,2,9,6,127,46339,2022
300154888880,2,2,772,1,11,1,6,7,8,2,9,6,127,46339,2022
300164882980,1,1,772,1,11,1,14,4,4,1,7,5,397,144798,2022
300164882980,1,1,772,1,11,1,14,4,4,1,7,5,397,144798,2022
300164882980,1,1,772,1,11,1,14,1,30,4,7,5,397,144798,2022
300164882980,1,1,772,1,11,1,14,1,30,4,7,5,397,144798,2022
300164884980,1,1,772,1,11,1,6,5,33,4,8,5,359,131171,2022
300164884980,1,1,772,1,11,1,6,5,33,4,8,5,359,131171,2022
300164886980,5,3,772,1,11,1,12,8,50,6,9,6,333,121450,2022
300164887980,2,2,772,1,11,1,15,1,250,10,1,1,320,116870,2022
300164887980,2,2,772,1,11,1,15,1,250,10,1,1,320,116870,2022
300165870980,3,3,772,1,11,1,7,7,5,2,21,7,311,113648,2022
300165870980,3,3,772,1,11,1,7,4,16,3,8,5,311,113648,2022
300165870980,3,3,772,1,11,1,7,4,16,3,8,5,311,113648,2022
300165870980,3,3,772,1,11,1,7,4,2,1,9,6,311,113648,2022
300165870980,3,3,772,1,11,1,7,4,2,1,9,6,311,113648,2022
300165875980,4,3,772,1,11,1,9,8,20,3,9,6,379,138252,2022
300165875980,4,3,772,1,11,1,9,6,1090,15,1,1,379,138252,2022
300165875980,4,3,772,1,11,1,9,6,50,6,1,1,379,138252,2022
300165875980,4,3,772,1,11,1,9,6,380,11,1,1,379,138252,2022
300165875980,4,3,772,1,11,1,9,6,1300,15,1,1,379,138252,2022
300165875980,4,3,772,1,11,1,9,8,30,4,9,6,379,138252,2022
300172777880,2,2,1982,4,11,2,15,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,393,143516,2022
300173987890,2,2,826,2,11,1,13,9,40,5,11,7,450,164285,2022
300173987890,2,2,826,2,11,1,13,2,40,5,11,7,450,164285,2022
300173987890,2,2,826,2,11,1,13,2,#NULL!,#NULL!,11,7,450,164285,2022
300173987890,2,2,826,2,11,1,13,2,350,11,11,7,450,164285,2022
300173987890,2,2,826,2,11,1,13,4,100,8,1,1,450,164285,2022
300173987890,2,2,826,2,11,1,13,4,100,8,1,1,450,164285,2022
300174774980,2,2,1948,3,11,2,17,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,150,54693,2022
300179780980,2,2,1771,3,11,1,14,8,5,2,9,6,252,91858,2022
300179784980,4,3,1771,3,11,2,2,7,40,5,1,2,383,139750,2022
300179784980,4,3,1771,3,11,2,2,7,40,5,1,2,383,139750,2022
300179784980,4,3,1771,3,11,2,2,4,110,8,1,2,383,139750,2022
300179784980,4,3,1771,3,11,2,2,4,110,8,1,2,383,139750,2022
300179786980,2,2,1771,3,11,2,15,1,50,6,8,5,328,119750,2022
300179786980,2,2,1771,3,11,2,15,1,50,6,8,5,328,119750,2022
300179786980,2,2,1771,3,11,2,15,4,5,2,8,5,328,119750,2022
300179786980,2,2,1771,3,11,2,15,4,5,2,8,5,328,119750,2022
300179788980,2,2,1771,3,11,2,16,8,30,4,9,6,188,68497,2022
300179788980,2,2,1771,3,11,2,16,4,20,3,8,5,188,68497,2022
300179788980,2,2,1771,3,11,2,16,4,20,3,8,5,188,68497,2022
300179788980,2,2,1771,3,11,2,16,8,25,4,9,6,188,68497,2022
300179788980,2,2,1771,3,11,2,16,8,20,3,9,6,188,68497,2022
300180883980,2,2,1674,2,11,2,15,4,15,3,1,2,242,88441,2022
300180883980,2,2,1674,2,11,2,15,4,14,3,1,2,242,88441,2022
300180883980,2,2,1674,2,11,2,15,4,6,2,1,2,242,88441,2022
300180884980,2,2,1674,2,11,1,13,1,110,8,1,1,253,92248,2022
300180884980,2,2,1674,2,11,1,13,1,110,8,1,1,253,92248,2022
300180884980,2,2,1674,2,11,1,13,8,20,3,9,6,253,92248,2022
300180886980,3,3,1674,2,11,2,13,4,181,9,1,1,402,146855,2022
300180886980,3,3,1674,2,11,2,13,3,67,6,1,1,402,146855,2022
300180886980,3,3,1674,2,11,2,13,4,10,3,9,6,402,146855,2022
300180886980,3,3,1674,2,11,2,13,4,160,9,1,1,402,146855,2022
300180886980,3,3,1674,2,11,2,13,4,10,3,1,1,402,146855,2022
300180888880,3,3,1674,2,11,2,9,9,10,3,1,1,320,116863,2022
300180888880,3,3,1674,2,11,2,9,9,50,6,1,1,320,116863,2022
300180888880,3,3,1674,2,11,2,9,9,10,3,1,1,320,116863,2022
300180888880,3,3,1674,2,11,2,9,9,10,3,1,1,320,116863,2022
300182882980,2,2,865,3,11,2,17,9,250,10,1,2,320,116754,2022
300182888880,2,2,865,3,11,2,13,9,60,6,1,2,345,125853,2022
300182888880,2,2,865,3,11,2,13,9,60,6,1,2,345,125853,2022
300183876980,2,2,826,2,11,2,13,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,629,229584,2022
300183885980,2,2,797,3,11,2,18,4,8,2,7,5,393,143291,2022
300183885980,2,2,797,3,11,2,18,4,8,2,7,5,393,143291,2022
300183888980,4,3,797,3,11,1,6,2,0,0,12,7,574,209354,2022
300183888980,4,3,797,3,11,1,6,2,0,0,12,7,574,209354,2022
300183888980,4,3,797,3,11,1,6,2,0,0,12,7,574,209354,2022
300183888980,4,3,797,3,11,1,6,2,#NULL!,#NULL!,12,7,574,209354,2022
300183888980,4,3,797,3,11,1,6,2,0,0,12,7,574,209354,2022
300183888980,4,3,797,3,11,1,6,2,50,6,1,1,574,209354,2022
300183888980,4,3,797,3,11,1,6,9,150,9,1,1,574,209354,2022
300185879880,1,1,772,1,11,1,10,9,20,3,8,5,328,119698,2022
300185879880,1,1,772,1,11,1,10,9,20,3,8,5,328,119698,2022
300185879880,1,1,772,1,11,1,10,9,20,3,8,5,328,119698,2022
300185879880,1,1,772,1,11,1,10,9,20,3,8,5,328,119698,2022
300185879880,1,1,772,1,11,1,10,7,25,4,8,5,328,119698,2022
300185879880,1,1,772,1,11,1,10,7,25,4,8,5,328,119698,2022
